"HHID","SID","personality__satisfaction_satHealth.2005","personality__satisfaction_satHealth.2009","personality__satisfaction_satHealth.2013","personality__satisfaction_satIncome.2005","personality__satisfaction_satIncome.2009","personality__satisfaction_satIncome.2013","personality__satisfaction_satLife.2005","personality__satisfaction_satLife.2009","personality__satisfaction_satLife.2013","personality__A_coarse.2005","personality__A_coarse.2009","personality__A_coarse.2013","personality__A_forgive.2005","personality__A_forgive.2009","personality__A_forgive.2013","personality__A_friendly.2005","personality__A_friendly.2009","personality__A_friendly.2013","personality__C_efficient.2005","personality__C_efficient.2009","personality__C_efficient.2013","personality__C_lazy.2005","personality__C_lazy.2009","personality__C_lazy.2013","personality__C_thorough.2005","personality__C_thorough.2009","personality__C_thorough.2013","personality__E_cmmnctv.2005","personality__E_cmmnctv.2009","personality__E_cmmnctv.2013","personality__E_reserved.2005","personality__E_reserved.2009","personality__E_reserved.2013","personality__E_sociable.2005","personality__E_sociable.2009","personality__E_sociable.2013","personality__N_dealStrss.2005","personality__N_dealStrss.2009","personality__N_dealStrss.2013","personality__N_nervous.2005","personality__N_nervous.2009","personality__N_nervous.2013","personality__N_worry.2005","personality__N_worry.2009","personality__N_worry.2013","personality__O_artExp.2005","personality__O_artExp.2009","personality__O_artExp.2013","personality__O_imagn.2005","personality__O_imagn.2009","personality__O_imagn.2013","personality__O_original.2005","personality__O_original.2009","personality__O_original.2013","predictor__currHealth_currHealth.2005","DOB","Sex","Age"
818976,8189703,9,NA,NA,9,NA,NA,8,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,6,NA,NA,2,1978,2,27
818984,8189801,8,9,NA,7,8,NA,8,9,NA,6,5,NA,6,5,NA,5,4,NA,6,5,NA,2,2,NA,6,6,NA,5,3,NA,6,6,NA,4,2,NA,5,4,NA,2,3,NA,7,5,NA,6,6,NA,4,3,NA,7,5,NA,2,1939,1,66
818984,8189802,8,8,NA,6,8,NA,7,8,NA,4,3,NA,5,5,NA,6,6,NA,6,5,NA,2,3,NA,6,6,NA,6,4,NA,5,5,NA,6,4,NA,3,4,NA,6,4,NA,6,6,NA,6,6,NA,5,6,NA,5,4,NA,2,1942,2,63
819026,8190201,8,9,8,8,9,7,8,9,9,2,3,2,5,6,5,7,4,4,7,6,6,1,2,1,7,7,6,4,4,6,7,6,4,5,6,5,4,4,6,5,2,5,6,3,4,5,4,3,2,4,5,5,5,6,1,1941,1,64
819026,8190202,8,8,3,7,9,8,8,10,9,5,7,4,6,7,6,6,7,7,5,-1,6,5,5,6,4,7,3,7,7,7,5,-1,4,7,7,7,6,7,7,4,6,5,6,5,6,5,4,6,6,7,7,5,5,3,2,1945,2,60
819042,8190401,10,NA,NA,8,NA,NA,9,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,4,NA,NA,7,NA,NA,3,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,2,NA,NA,4,NA,NA,1,1960,1,45
819042,8190402,10,NA,NA,10,NA,NA,2,NA,NA,2,NA,NA,3,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,2,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,1,1961,2,44
819050,8190501,9,8,6,10,8,10,8,8,5,4,3,4,5,4,6,5,3,5,7,6,6,1,1,2,7,6,7,5,3,4,6,3,4,4,3,-1,3,3,3,5,5,-1,5,3,5,6,6,5,5,3,5,6,-1,4,2,1933,1,72
819050,8190502,8,8,8,10,10,10,9,9,6,2,3,5,6,7,7,6,6,6,5,5,5,3,2,3,5,4,5,4,4,5,5,4,4,5,4,4,5,4,4,5,3,5,6,4,6,3,3,5,4,4,5,3,2,5,2,1937,2,68
819174,1353202,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,3,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,1,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,5,NA,1986,2,19
819174,8191701,8,NA,8,7,NA,9,8,NA,8,1,NA,3,7,NA,6,6,NA,4,7,NA,6,1,NA,3,6,NA,6,5,NA,5,4,NA,4,4,NA,3,6,NA,5,1,NA,3,1,NA,5,4,NA,5,5,NA,4,5,NA,5,2,1956,1,49
819174,8191702,8,8,6,8,8,9,8,8,7,6,3,4,3,5,3,6,5,5,7,5,5,1,5,4,6,5,5,6,5,6,4,3,4,3,3,4,6,4,5,7,3,3,1,2,2,7,5,5,4,3,3,3,4,4,2,1956,2,49
819174,8191703,10,10,8,10,10,6,8,8,7,4,5,6,7,6,7,6,4,4,6,3,4,3,7,7,4,2,4,6,3,5,5,5,3,7,6,5,6,6,7,3,1,7,6,1,3,3,6,6,6,2,5,5,2,3,1,1984,1,21
819182,8191801,10,9,10,8,8,10,7,8,8,6,7,5,7,6,7,5,4,5,5,5,6,1,3,1,5,5,5,4,6,6,5,3,3,7,6,6,6,5,5,3,3,5,6,4,4,2,4,5,7,6,6,5,5,6,1,1947,2,58
819182,8191802,NA,5,4,NA,9,9,NA,9,5,NA,5,5,NA,7,6,NA,6,6,NA,6,5,NA,5,6,NA,6,6,NA,5,6,NA,5,5,NA,6,5,NA,6,5,NA,2,3,NA,4,4,NA,6,4,NA,6,6,NA,6,6,NA,1946,1,59
819220,8192201,9,NA,NA,9,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,3,NA,NA,7,NA,NA,2,NA,NA,5,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,2,1958,1,47
819220,8192202,7,7,7,10,9,8,8,6,5,1,3,2,7,5,5,7,6,6,5,5,7,7,6,7,6,4,6,7,6,7,3,4,5,7,7,7,2,2,4,6,5,6,4,4,3,6,7,7,4,5,5,4,3,4,2,1958,2,47
819387,8193801,10,6,4,10,10,10,9,7,8,1,1,2,6,6,7,7,6,5,7,6,5,1,3,2,7,6,6,7,5,4,6,6,6,7,6,6,6,5,5,1,1,2,2,1,4,7,7,7,7,6,5,7,6,2,3,1955,2,50
819387,8193802,10,9,-1,10,10,-1,9,9,-1,1,1,-1,6,6,-1,7,6,-1,7,7,-1,1,1,-1,7,7,-1,7,6,-1,3,5,-1,7,6,-1,6,6,-1,1,1,-1,1,1,-1,6,7,-1,6,7,-1,7,7,-1,1,1950,1,55
819387,8193803,9,9,NA,9,9,NA,9,8,NA,1,1,NA,6,4,NA,7,6,NA,7,7,NA,1,1,NA,7,7,NA,7,6,NA,6,5,NA,7,6,NA,6,6,NA,1,1,NA,1,1,NA,7,6,NA,7,6,NA,7,7,NA,1,1981,1,24
819387,8193804,9,9,NA,10,9,NA,8,9,NA,1,1,NA,6,5,NA,6,6,NA,7,7,NA,1,1,NA,7,6,NA,6,6,NA,6,6,NA,6,7,NA,6,6,NA,1,3,NA,1,1,NA,6,6,NA,6,7,NA,6,7,NA,1,1983,1,22
819387,8193805,10,10,NA,9,10,NA,9,7,NA,1,1,NA,5,5,NA,6,6,NA,6,6,NA,2,1,NA,6,6,NA,6,6,NA,5,6,NA,6,6,NA,6,5,NA,2,2,NA,1,1,NA,6,7,NA,5,7,NA,6,7,NA,1,1985,1,20
819387,8193806,9,9,NA,9,9,NA,7,7,NA,2,1,NA,6,6,NA,7,6,NA,5,6,NA,2,2,NA,6,6,NA,7,6,NA,6,6,NA,6,6,NA,6,5,NA,2,2,NA,1,1,NA,5,7,NA,5,7,NA,5,5,NA,1,1988,2,17
819395,8193901,7,7,7,8,8,8,8,6,8,3,4,2,2,5,6,4,6,6,5,6,6,1,1,2,6,5,6,7,7,6,2,6,2,6,6,6,4,4,5,2,1,2,2,1,1,4,6,4,3,4,6,6,6,6,3,1959,1,46
819395,8193902,8,8,7,8,8,8,7,8,8,3,2,2,3,5,5,5,6,6,6,6,6,1,2,2,7,7,6,5,5,5,5,5,5,5,3,3,4,6,5,3,2,2,2,2,2,3,3,3,4,5,6,5,5,6,3,1966,2,39
819689,8196801,5,8,8,4,9,9,7,9,8,4,2,4,4,5,3,4,4,4,6,7,7,2,2,3,6,6,7,3,3,4,4,4,2,4,5,6,6,6,5,2,1,3,3,1,3,2,1,2,4,4,4,5,4,6,2,1964,1,41
819689,8196802,7,7,8,8,8,9,8,8,7,1,2,3,7,7,5,7,6,7,6,6,5,1,3,3,6,6,6,7,7,7,4,3,2,7,7,7,2,2,3,7,6,6,7,7,6,5,1,3,5,5,4,3,2,4,2,1971,2,34
819727,8197201,10,10,10,9,9,9,9,9,10,4,4,3,7,6,7,6,6,6,6,7,6,1,2,1,6,5,6,6,6,6,1,1,1,5,5,5,6,6,6,2,2,1,3,3,1,6,4,5,6,6,6,5,6,6,2,1961,1,44
819727,8197202,7,7,6,8,9,9,9,9,9,3,1,1,6,7,7,6,7,7,6,6,6,1,1,1,7,7,7,6,6,6,2,1,2,5,5,6,5,5,5,2,1,2,4,3,2,5,6,5,6,7,6,5,5,5,3,1963,2,42
819786,8197801,8,8,8,10,10,10,10,10,10,2,2,2,7,7,7,7,6,6,7,7,7,2,4,4,7,7,7,7,7,7,4,4,4,7,5,4,7,7,6,1,2,2,4,2,1,7,6,6,7,7,6,7,7,4,2,1931,1,74
819786,8197802,7,7,7,10,10,10,10,10,10,3,2,5,7,6,5,6,5,6,7,7,7,1,4,1,7,7,7,7,5,4,4,4,4,6,4,5,5,7,6,1,2,5,4,4,5,2,6,5,6,5,6,6,5,5,3,1938,2,67
820210,8202101,4,NA,NA,5,NA,NA,9,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,2,1948,1,57
820210,8202102,2,NA,NA,3,NA,NA,3,NA,NA,2,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,1,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,4,1950,2,55
820229,8202201,9,10,10,8,10,10,8,9,9,2,2,3,5,6,5,5,7,6,6,7,6,1,1,1,6,7,7,6,6,6,2,2,4,4,6,5,5,6,6,1,1,2,4,2,4,4,6,6,5,6,6,4,6,5,2,1947,1,58
820229,8202202,4,8,6,10,10,10,8,8,8,1,1,1,7,6,6,7,7,6,7,6,6,1,1,2,7,7,7,7,7,7,5,2,6,7,6,6,6,6,5,2,2,6,7,3,6,7,6,6,6,6,5,6,6,5,4,1951,2,54
820229,8202203,8,8,9,9,8,5,8,8,2,3,2,2,6,4,6,6,6,7,6,6,6,4,5,2,6,6,7,5,5,6,4,4,6,4,6,5,4,3,3,3,5,4,6,4,6,5,6,7,6,5,6,6,6,6,3,1987,2,18
820237,8202301,8,NA,NA,9,NA,NA,9,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,2,1947,1,58
820237,8202302,9,NA,NA,9,NA,NA,9,NA,NA,2,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,4,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,2,1948,2,57
820369,8203602,9,8,8,10,10,10,8,8,9,4,4,3,4,4,4,5,5,6,6,5,6,1,3,2,6,6,7,6,6,6,2,2,2,6,6,6,6,6,5,2,3,2,4,5,3,4,6,5,3,4,5,5,4,6,1,1955,2,50
820369,8203603,6,6,7,9,5,8,4,7,7,3,2,3,6,5,5,7,7,7,3,5,4,3,3,4,6,5,4,4,6,7,6,6,3,5,6,7,2,2,3,4,3,5,6,6,5,7,6,6,7,7,6,5,7,7,3,1987,2,18
820369,8276902,NA,NA,8,NA,NA,9,NA,NA,9,NA,NA,2,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,5,NA,1984,1,21
820539,8205301,NA,8,7,NA,10,10,NA,8,9,NA,2,3,NA,7,6,NA,6,6,NA,7,6,NA,1,5,NA,7,7,NA,7,7,NA,1,2,NA,7,7,NA,5,5,NA,3,5,NA,4,5,NA,4,5,NA,7,6,NA,4,4,NA,1947,2,58
820547,8205401,8,6,NA,0,4,NA,8,7,NA,1,4,NA,4,6,NA,5,6,NA,4,6,NA,1,2,NA,7,7,NA,6,5,NA,5,4,NA,5,6,NA,5,6,NA,4,2,NA,4,4,NA,5,6,NA,5,6,NA,5,6,NA,2,1951,1,54
820563,8205601,2,2,3,8,7,9,4,3,7,4,5,3,3,4,4,3,4,5,4,6,5,6,3,6,6,7,6,5,6,5,4,4,6,5,5,5,4,4,4,4,3,2,3,5,3,2,4,4,3,4,4,3,4,4,4,1926,1,79
820563,8205602,0,3,4,5,7,8,3,5,4,4,5,3,4,4,2,6,6,6,3,-1,5,3,1,1,6,6,6,6,6,6,6,6,6,4,4,4,3,3,2,4,5,6,6,4,7,4,6,5,4,5,4,4,2,4,4,1927,2,78
820571,8205701,8,4,4,-1,7,8,8,8,7,2,1,2,4,4,4,5,6,6,7,5,4,1,5,5,7,4,3,7,7,5,5,6,5,6,6,6,4,3,2,2,3,4,4,6,6,2,5,5,5,5,5,7,6,5,2,1955,1,50
820571,8205702,7,8,8,8,5,5,8,8,5,1,6,6,4,5,6,5,5,4,6,7,7,1,1,1,7,7,7,6,5,4,6,2,4,5,6,5,3,3,6,2,3,2,5,5,6,2,5,6,5,5,4,5,4,6,2,1960,2,45
820571,8205703,8,8,5,8,5,3,8,8,5,1,2,2,3,6,5,6,6,6,6,4,5,1,4,4,7,6,6,7,7,6,6,2,3,5,7,5,4,1,2,4,5,5,4,6,5,3,7,7,4,7,6,6,5,5,2,1980,2,25
820571,8205704,8,8,2,8,7,4,7,7,6,1,2,5,4,3,5,5,4,6,6,6,6,1,3,3,7,6,6,7,4,5,5,4,3,5,4,5,4,4,4,3,4,3,4,4,6,1,4,5,5,4,5,5,4,5,2,1984,2,21
820636,8206301,8,NA,NA,8,NA,NA,7,NA,NA,1,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,1,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,3,1957,2,48
820687,8206801,7,9,NA,8,9,NA,8,9,NA,1,3,NA,3,5,NA,6,6,NA,7,6,NA,1,2,NA,7,6,NA,7,3,NA,5,5,NA,6,4,NA,6,3,NA,2,2,NA,2,3,NA,4,2,NA,6,2,NA,7,4,NA,2,1936,1,69
820687,8206802,7,NA,NA,8,NA,NA,8,NA,NA,1,NA,NA,4,NA,NA,5,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,7,NA,NA,3,1949,2,56
820687,8206803,8,4,4,8,7,9,7,7,8,1,3,2,2,6,3,5,6,6,7,6,6,1,2,2,7,5,5,7,5,4,5,6,6,6,4,5,4,5,6,1,3,2,2,3,2,4,4,5,4,2,4,7,3,3,2,1975,1,30
820687,8206804,8,7,NA,7,8,NA,8,8,NA,1,2,NA,4,3,NA,7,5,NA,7,6,NA,1,1,NA,7,7,NA,7,5,NA,5,6,NA,7,3,NA,5,6,NA,2,2,NA,4,3,NA,7,6,NA,7,6,NA,7,6,NA,2,1978,2,27
820687,8266902,NA,8,8,NA,10,8,NA,9,9,NA,6,5,NA,3,2,NA,4,5,NA,6,6,NA,2,2,NA,7,7,NA,5,6,NA,3,4,NA,5,5,NA,4,3,NA,5,5,NA,6,3,NA,5,5,NA,5,4,NA,5,5,NA,1980,2,25
820687,8267002,NA,8,NA,NA,7,NA,NA,8,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,6,NA,NA,5,NA,NA,3,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,5,NA,NA,1975,1,30
820741,1432502,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,4,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,4,NA,NA,2,NA,NA,3,NA,NA,2,NA,NA,3,NA,NA,3,NA,1984,1,21
820741,8207401,10,9,8,9,8,9,9,9,10,3,3,1,3,4,6,3,6,6,3,7,6,6,6,6,3,7,7,6,7,7,3,3,4,6,6,6,4,4,5,3,5,2,5,5,2,3,5,5,5,6,5,5,6,6,2,1949,1,56
820741,8207402,6,8,5,7,9,10,8,10,8,2,6,2,6,7,6,7,6,6,6,6,6,1,2,2,6,6,6,3,3,4,6,5,5,4,4,4,2,5,4,6,5,5,7,5,4,3,3,5,1,4,4,6,4,4,3,1951,2,54
820741,8207403,10,NA,NA,5,NA,NA,6,NA,NA,4,NA,NA,2,NA,NA,5,NA,NA,4,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,5,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,1,1981,2,24
820741,8207404,4,2,5,9,8,5,8,7,7,2,3,1,3,5,5,5,3,6,6,5,6,2,4,2,6,6,7,4,5,5,4,3,5,3,3,3,2,4,3,6,4,4,6,5,6,6,3,6,6,6,5,6,5,5,3,1984,2,21
820741,8207405,3,7,NA,7,7,NA,7,7,NA,2,2,NA,5,3,NA,2,7,NA,3,6,NA,5,4,NA,3,7,NA,2,5,NA,3,5,NA,4,2,NA,5,4,NA,5,4,NA,3,6,NA,2,6,NA,1,6,NA,2,4,NA,4,1984,1,21
820741,8266302,NA,5,NA,NA,3,NA,NA,5,NA,NA,3,NA,NA,6,NA,NA,4,NA,NA,6,NA,NA,1,NA,NA,7,NA,NA,5,NA,NA,1,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,1979,1,26
820750,8207501,8,5,8,5,6,8,8,8,8,2,4,5,6,4,3,5,6,5,6,6,6,4,3,3,7,6,7,6,5,6,6,5,4,4,5,5,6,6,6,2,2,3,2,3,4,3,3,3,3,5,4,5,6,6,3,1949,1,56
820750,8207502,8,8,7,6,7,8,7,8,7,3,4,4,6,6,6,5,6,6,4,5,5,5,5,3,5,6,5,6,7,6,5,5,4,6,6,5,3,3,3,5,7,6,5,6,6,6,4,4,5,7,6,5,5,5,2,1951,2,54
820750,8207503,8,NA,NA,5,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,3,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,5,NA,NA,6,NA,NA,2,1987,1,18
820768,8207601,6,8,4,10,10,10,10,10,10,2,1,1,7,7,7,6,6,7,7,6,7,1,4,1,6,6,6,2,1,2,7,4,7,2,2,1,5,6,7,4,5,3,3,1,1,4,2,1,3,4,1,2,1,1,3,1932,1,73
820768,8207602,10,3,7,10,10,10,10,8,6,3,5,5,7,6,4,4,6,2,5,6,7,4,4,4,5,7,6,7,7,7,3,4,3,6,4,7,5,4,1,2,3,6,7,3,5,3,1,4,5,6,4,4,5,5,1,1941,2,64
820792,8207901,7,8,7,8,8,7,7,7,8,4,4,3,5,4,5,5,5,5,5,4,4,2,5,4,5,3,5,6,6,6,3,2,3,6,6,5,6,5,5,3,4,3,3,3,3,4,5,4,5,5,4,5,5,4,2,1947,1,58
820792,8207902,6,7,6,8,8,8,8,8,8,3,2,2,7,7,7,6,6,6,5,4,5,3,4,4,6,6,6,6,6,6,3,4,4,5,4,4,5,5,4,2,2,2,7,3,4,5,6,5,5,4,4,4,4,4,3,1951,2,54
820792,8207903,6,8,8,6,8,7,8,8,9,4,2,3,6,1,6,6,7,4,7,7,7,2,1,3,7,7,7,7,6,5,2,3,3,7,6,6,6,6,7,2,2,1,4,3,4,6,6,6,6,5,6,6,6,6,3,1979,1,26
820792,8207904,8,7,7,8,6,5,8,8,7,3,1,3,6,6,6,6,6,6,5,6,5,6,6,6,6,6,5,5,6,5,3,4,5,6,6,5,3,4,3,2,4,3,4,6,4,4,4,4,6,5,5,6,6,4,2,1982,2,23
820792,8207905,7,6,5,8,-1,5,8,7,6,5,3,3,5,6,5,6,5,5,6,5,5,4,3,5,4,5,5,5,3,4,3,6,5,6,4,5,6,3,4,3,3,3,5,5,4,5,2,5,6,5,4,6,5,5,2,1987,1,18
820792,8255803,NA,NA,5,NA,NA,5,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,4,NA,1981,1,24
820792,8280702,NA,8,8,NA,9,7,NA,7,8,NA,2,2,NA,5,5,NA,7,6,NA,6,6,NA,2,2,NA,7,6,NA,4,4,NA,6,6,NA,5,3,NA,4,4,NA,6,5,NA,6,6,NA,5,6,NA,2,4,NA,4,4,NA,1982,2,23
820814,8208101,9,6,4,9,8,7,9,8,9,2,3,4,6,6,4,5,6,6,6,6,6,4,4,3,6,6,6,6,5,6,3,4,3,5,5,6,4,6,5,5,4,4,5,3,3,5,6,6,6,6,5,4,5,5,1,1947,1,58
820814,8208102,9,9,8,8,8,8,9,10,8,3,2,2,5,6,6,6,6,7,7,7,7,6,2,2,7,7,7,6,5,4,6,6,6,6,6,6,5,5,5,3,5,6,5,2,4,4,6,6,5,5,5,2,3,2,1,1951,2,54
820822,8208201,10,NA,NA,7,NA,NA,5,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,7,NA,NA,4,NA,NA,6,NA,NA,1,NA,NA,5,NA,NA,2,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,1,NA,NA,2,1960,1,45
820822,8208202,9,NA,NA,9,NA,NA,8,NA,NA,1,NA,NA,7,NA,NA,7,NA,NA,5,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,6,NA,NA,7,NA,NA,2,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,2,1963,2,42
820822,8208203,10,NA,NA,-1,NA,NA,5,NA,NA,2,NA,NA,5,NA,NA,4,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,2,NA,NA,3,1988,1,17
821080,8210801,8,8,6,8,9,10,8,9,8,2,2,3,4,6,7,5,7,6,7,6,5,1,2,6,7,7,5,7,7,7,5,4,6,5,6,7,5,6,3,3,2,5,5,2,1,5,6,5,5,5,3,5,4,4,2,1944,2,61
821080,8210802,8,7,8,8,9,9,8,9,9,2,3,7,3,5,6,5,6,5,5,7,6,1,2,6,7,7,6,7,6,6,5,5,4,6,5,6,5,7,6,4,2,3,4,1,1,6,5,5,6,5,5,6,4,5,2,1941,1,64
821144,8211401,8,6,NA,9,9,NA,8,8,NA,3,2,NA,6,6,NA,5,5,NA,6,6,NA,4,2,NA,5,5,NA,4,6,NA,2,2,NA,5,6,NA,4,5,NA,4,5,NA,2,2,NA,2,2,NA,5,4,NA,5,5,NA,2,1965,1,40
821144,8211402,6,6,NA,7,9,NA,8,7,NA,3,2,NA,7,7,NA,6,6,NA,5,5,NA,3,1,NA,5,6,NA,4,6,NA,6,6,NA,3,5,NA,1,1,NA,7,5,NA,6,7,NA,1,6,NA,5,6,NA,5,5,NA,2,1964,2,41
821551,8215501,7,5,8,9,5,9,10,8,8,6,2,4,6,7,7,7,7,7,6,6,6,3,1,1,6,6,7,7,7,7,4,2,4,7,7,7,5,6,4,5,2,4,6,3,-1,6,6,7,7,7,7,6,6,7,3,1944,1,61
821551,8215502,6,10,9,8,7,8,9,9,9,2,2,1,7,7,7,7,7,7,6,6,6,1,2,2,7,7,6,6,5,5,2,4,4,6,4,4,6,6,5,2,3,4,4,5,2,6,7,6,6,5,5,6,3,4,3,1950,2,55
821560,8215601,5,6,NA,8,8,NA,8,7,NA,6,4,NA,7,5,NA,4,6,NA,7,6,NA,1,1,NA,5,7,NA,4,5,NA,3,5,NA,7,5,NA,4,6,NA,3,4,NA,7,6,NA,6,6,NA,4,4,NA,5,3,NA,3,1952,1,53
821560,8215602,6,8,NA,8,8,NA,9,8,NA,2,5,NA,5,4,NA,4,6,NA,6,6,NA,1,1,NA,5,6,NA,4,6,NA,4,5,NA,6,6,NA,4,4,NA,4,1,NA,2,1,NA,5,6,NA,4,4,NA,4,3,NA,2,1958,2,47
821560,8215603,9,9,NA,10,0,NA,9,8,NA,6,6,NA,5,5,NA,6,6,NA,5,6,NA,5,4,NA,5,6,NA,7,7,NA,4,3,NA,7,7,NA,7,6,NA,4,2,NA,3,4,NA,6,7,NA,7,7,NA,7,7,NA,2,1983,1,22
821560,8215604,NA,10,NA,NA,0,NA,NA,8,NA,NA,3,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,3,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,2,NA,NA,4,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,1990,1,15
821578,8215701,10,9,8,8,7,5,8,8,8,1,2,1,7,6,6,7,6,6,4,4,4,6,6,5,3,4,3,6,5,6,2,2,2,6,6,6,7,6,6,1,2,2,3,4,2,1,2,2,2,4,3,5,3,5,1,1943,1,62
821578,8215702,4,5,2,9,8,8,8,6,6,3,3,5,6,4,4,4,6,5,6,6,6,2,2,2,7,6,7,7,6,5,4,5,3,6,6,5,2,4,2,4,5,6,6,5,6,7,5,6,6,4,4,6,4,6,2,1955,2,50
821578,8215703,8,7,7,8,0,8,8,7,3,5,2,1,6,6,6,5,6,6,4,5,5,6,5,4,5,5,4,6,6,6,3,5,2,7,6,6,4,5,4,5,4,4,5,5,5,7,4,4,7,5,5,5,4,5,2,1986,2,19
821608,8216001,6,NA,NA,8,NA,NA,8,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,6,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,5,NA,NA,7,NA,NA,6,NA,NA,4,NA,NA,4,NA,NA,7,NA,NA,6,NA,NA,6,NA,NA,3,1953,1,52
821608,8216002,6,NA,NA,8,NA,NA,8,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,5,NA,NA,3,NA,NA,5,NA,NA,7,NA,NA,3,NA,NA,5,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,6,NA,NA,6,NA,NA,3,1953,2,52
821608,8216003,6,NA,NA,1,NA,NA,6,NA,NA,3,NA,NA,6,NA,NA,6,NA,NA,6,NA,NA,2,NA,NA,7,NA,NA,5,NA,NA,3,NA,NA,7,NA,NA,7,NA,NA,1,NA,NA,3,NA,NA,6,NA,NA,7,NA,NA,6,NA,NA,3,1977,1,28
